id,Decision_Date,Employer,City_State,Case_Status,Job_Title,Wage_Offer
A-12082-48716,2012-04-13,"Arminak & Associates, Inc.","Azusa, CA",Withdrawn,"Industrial Engineers, Level II",74443.2/yr
A-11230-00790,2012-04-12,Microsoft Corporation,"Redmond, WA",Certified,"Computer Systems Analysts, Level III",110000/yr
A-11313-17236,2012-04-11,Hebrew Rehabiliatation Center,"Roslindale, MA",Certified,"Database Administrators, Level I",25.75/hr
A-11342-22817,2012-04-11,"Young Creations, Inc.","Dallas, TX",Certified,"Accountants And Auditors, Level II",65790/yr
A-11243-03286,2012-04-10,Verinon Technology Solutions Limited,"Arlington Heights, IL",Denied,"Computer Software Engineer, Level II",80000/yr
A-11322-19122,2012-04-10,C And H Trading Co.,"St. Charles, IL",Certified,"Market Research Analyst, Level I",34798.4/yr
A-12009-29609,2012-04-10,"Lapus, Greiner, Lai & Corsini, LLC.","Houston, TX",Certified,"Lawyers, Level I",84261/yr
A-11005-43678,2012-04-09,Mag Usa,"Miami, FL",Certified,"Sales Representatives, Wholesale And Manufacturing, Technical An, Level I",42000/yr
A-11256-05261,2012-04-06,"Leader Mutual Freight System Chicago, Inc.","Elk Grove Village, IL",Certified,"Operations Research Analysts, Level I",49608/yr
A-12011-30059,2012-04-06,Indiana University,"Bloomington, IN",Certified,"Assistant Professor, Level I",71000/yr
A-11280-10493,2012-04-05,"Microlan Integration, Inc.","Houston, TX",Certified-Expired,"Market Research Analysts, Level I",39000/yr
A-11348-24338,2012-04-05,"Kbr Technical Services, Inc.","Houston, TX",Certified-Expired,"Civil Engineers, Level II",82118/yr
A-12009-29631,2012-04-05,"Integrated Strategic Resources, Inc.","Morgan Hill, CA",Certified-Expired,"Computer Systems Analysts, Level II",79105/yr
A-12013-30829,2012-04-02,Broadcom Corporation,"Irvine, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level III",95888/yr
A-11174-87716,2012-03-30,Westat,"Rockville, MD",Certified-Expired,"Statisticians, Level I",76877/yr
A-11322-19288,2012-03-30,"Ruckus Wireless, Inc.","Sunnyvale, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level III",118000/yr
A-11244-03426,2012-03-29,"Topocean Consolidation Service (los Angeles), Inc.","City Of Industry, CA",Denied,"Marketing Analyst, Level I",38200/yr
A-11266-07843,2012-03-29,"Greenleaf Hotel, Inc.","Whittier, CA",Certified-Expired,"Marketing Analyst, Level I",38200/yr
A-11252-04692,2012-03-28,Fmc Corporation,"Philadelphia, PA",Denied,"Financial Analyst, Level III",80829/yr
A-11271-08742,2012-03-28,"Microlife Medical Home Solutions, Inc.","Golden, CO",Certified-Expired,"Accountants, Level II",56597/yr
A-11339-21754,2012-03-28,The University Of Wisconsin At Whitewater,"Whitewater, WI",Certified-Expired,"Assistant Professor, Level I",100000/yr
A-11354-25625,2012-03-28,"Samsung Electronics America, Inc.","Ridgefield Park, NJ",Certified-Expired,"Marketing Managers, Level I",95846/yr
A-11234-01313,2012-03-27,"Sophia M.c. Yang & Company, Cpa","Irvine, CA",Denied,"Budget Analyst, Level II",67900/yr
A-11251-04482,2012-03-27,San Jose State University Foundation,"San Jose, CA",Denied,"Instructional Coordinators, Level I",38958/yr
A-11251-04533,2012-03-27,Dynaflo Corporation,"Walnut, CA",Denied,"Computer Software Engineers, Applications, Level II",76835/yr
A-11356-26444,2012-03-27,Absorption Systems Lp,"Exton, PA",Certified-Expired,"Operations Research Analysts, Level I",45386/yr
A-11350-24871,2012-03-23,College Of Charleston,"Charleston, SC",Certified-Expired,"Assistant Professor Of Finance, Level I",107000/yr
A-11186-90500,2012-03-21,"Master Consultants Plus, Inc.","Cerritos, CA",Denied,"Computer Systems Analysts, Level III",81557/yr
A-11333-20809,2012-03-21,"Solo Clip, Inc.","Pomona, CA",Certified-Expired,"Marketing Specialist, Level I",33500/yr
A-11342-22938,2012-03-21,Bayer Healthcare,"Berkeley, CA",Certified-Expired,"Computer Systems Analyst, Level I",75265.2/yr
A-11344-23367,2012-03-21,General Imaging Company,"Gardena, CA",Certified-Expired,"Operation Research Analyst, Level I",60000/yr
A-11348-24161,2012-03-21,"Webmd, LLC.","New York, NY",Certified-Expired,"Marketing Managers, Level I",95846/yr
A-11354-25887,2012-03-21,Nvidia Corporation,"Santa Clara, CA",Certified-Expired,"Computer Software Engineer, Systems Software, Level II",120000/yr
A-11357-26778,2012-03-21,Community Research Foundation,"El Cajon, CA",Certified-Expired,"Social And Community Service Managers, Level III",65125/yr
A-11202-94521,2012-03-20,Arcadyan Technology North America Corp.,"Santa Clara, CA",Denied,"Computer Software Engineers, Applications, Level II",98530/yr
A-11234-01115,2012-03-20,Epicenter Group,"Washington, DC",Denied,"Consulting Associate, Level I",47466/yr
A-11318-18194,2012-03-20,"Shorefront Jewish Geriatric Center, Inc.","Brooklyn, NY",Certified-Expired,Healthcare Social Workers,1114.7/wk
A-11322-19095,2012-03-20,"Chinese American Ipa, Inc.","New York, NY",Certified-Expired,"15-1142 Network And Computer Systems Administrators, Level II",72800/yr
A-11353-25476,2012-03-20,"Pacific Data Images, Inc.","Redwood City, CA",Certified-Expired,"Multi-media Artists And Animators, Level II",104990.6/yr
A-11356-26490,2012-03-20,"Businessobject Solutions, Inc.","Mclean, VA",Certified-Expired,"Computer Software Engineers, Applications, Level IV",116396.8/yr
A-11357-26705,2012-03-20,Broadcom Corporation,"San Jose, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level IV",131020/yr
A-11161-84785,2012-03-19,"Crystal Window & Door Systems, Ltd.","Flushing, NY",Certified-Expired,"Personnel Recruiters, Level II",54413/yr
A-11207-95603,2012-03-19,"Advanced Industrial Computer, Inc.","City Of Industry, CA",Certified-Expired,"Management Analysts, Level II",68349/yr
A-11216-97605,2012-03-19,"Vinpower, Inc.","Alhambra, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level II",84198/yr
A-11214-96936,2012-03-16,"Allure Home Creation Co., Inc.","Boonton, NJ",Certified-Expired,"Accountants, Level II",67683/yr
A-11305-15371,2012-03-16,University Of Wisconsin Oshkosh,"Oshkosh, WI",Certified-Expired,"Assistant Professor, Level I",47500/yr
A-11327-19937,2012-03-16,University Of Louisville,"Louisville, KY",Certified-Expired,"Assistant Professor, School Of Dentistry, Level III",116253/yr
A-11333-20730,2012-03-16,Southwest Minnesota State University,"Marshall, MN",Certified-Expired,Assistant Professor Of Mathematics,53638/yr
A-11300-14579,2012-03-15,"Everic, LLC.","New York, NY",Certified-Expired,"Market Research Analysts, Level I",43784/yr
A-11325-19452,2012-03-15,University Of North Dakota,"Grand Forks, ND",Certified-Expired,"Education Teachers, Postsecondary, Level I",57500/yr
A-11260-06421,2012-03-14,Iowa State University,"Ames, IA",Certified-Expired,"Network And Computer Systems Administrators, Level II",53860/yr
A-11284-11102,2012-03-14,Bailard,"Foster City, CA",Certified-Expired,"Treasurers, Controllers, And Chief Financial Officers, Level II",116168/yr
A-11146-81209,2012-03-12,"Icop Technology, Inc.","El Monte, CA",Denied,"Industrial Production Managers, Level I",58219/yr
A-11257-05688,2012-03-07,Culture Link Inc.-champion Youth Enrichment School,"Sunnyvale, CA",Certified-Expired,"Instructional Coordinators, Level II",52437/yr
A-11301-14839,2012-03-07,"Ernst & Young U.s., LLP.","New York, NY",Withdrawn,"Accountants And Auditors, Level IV",106538/yr
A-11125-76038,2012-03-06,Lmn Architects,"Seattle, WA",Denied,"Architect, Level III",78728/yr
A-11301-14934,2012-03-05,"The Rim Corporation, Inc.","Modesto, CA",Certified-Expired,"Financial Managers, Branch Or Department, Level III",100000/yr
A-11242-02889,2012-03-02,"Caris Diagnostics, Inc.","Phoenix, AZ",Certified-Expired,"Biochemists And Biophysicists, Level I",65681.2/yr
A-12055-41416,2012-03-02,Scs Energy,"Reston, VA",Withdrawn,"Project Managers, Level II",87027.2/yr
A-11265-07415,2012-02-29,Alliant Credit Union,"Chicago, IL",Certified-Expired,"Accountants, Level II",66978.35/yr
A-11179-88998,2012-02-28,"Telecom Technology Services, Inc.","Pleasanton, CA",Certified-Expired,"Computer Software Engineers, Applications, Level I",72758/yr
A-11315-17758,2012-02-28,Trend Smart America Ltd.,"Lake Forest, CA",Certified-Expired,"Operations Research Analysts, Level I",49500/yr
A-11334-21009,2012-02-28,"Fis Management Services, LLC.","St. Petersburg, FL",Certified-Expired,"Credit Analyst, Level I",45000/yr
A-11203-94899,2012-02-27,"A A Technology, Inc.","Ronkonkoma, NY",Certified-Expired,"Mechanical Engineers, Level II",68806/yr
A-11306-15900,2012-02-27,Pacific University,"Forest Grove, OR",Certified-Expired,"Medical Scientists, Except Epidemiologists, Level II",71976/yr
A-11314-17547,2012-02-27,"Synopsys, Inc.","Sunnyvale, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level II",101888/yr
A-11125-76111,2012-02-24,Epic Systems Corporation,"Verona, WI",Certified-Expired,"Computer Software Engineers, Applications, Level II",73000/yr
A-11164-85094,2012-02-24,Epic Systems Corporation,"Verona, WI",Certified-Expired,"Computer Software Engineers, Applications, Level II",73000/yr
A-11284-11263,2012-02-24,"Devicom International, Inc.","Cerritos, CA",Certified-Expired,"Graphic Designers, Level II",45926/yr
A-11319-18245,2012-02-24,"Og Technologies, Inc.","Ann Arbor, MI",Certified-Expired,"Computer Software Engineer, Level II",72612.8/yr
A-11133-78053,2012-02-23,Cincinnati Children's Hospital Medical Center,"Cincinnati, OH",Withdrawn,"Medical Scientists, Except Epidemiologists, Level I",38314/yr
A-11202-94397,2012-02-23,Jm Eagle,"Los Angeles, CA",Certified-Expired,"Electrical Engineers, Level II",73965/yr
A-11305-15483,2012-02-23,Calsoft Systems,"Torrance, CA",Certified-Expired,"Market Research Analyst, Level I",38064/yr
A-11165-85596,2012-02-22,"Direct Service, Inc.","City Of Industry, CA",Denied,"Logisticians, Level I",49920/yr
A-11195-92626,2012-02-22,"Jackco Transnational, Inc.","South El Monte, CA",Certified-Expired,"Instructional Web Developer, Level II",76835/yr
A-11186-90469,2012-02-21,"Eva Care Group, LLC.","Los Angeles, CA",Certified-Expired,"Purchasing Manager, Level II",84947/yr
A-12037-36373,2012-02-21,Nuvoton Technology Corporation America,"San Jose, CA",Withdrawn,"Electronics Engineers, Level III",112716/yr
A-12048-39770,2012-02-20,"Engineering Technology Associates, Inc.","Troy, MI",Withdrawn,"Mechanical Engineer, Level II",79300/yr
A-11168-86536,2012-02-17,"Qualcomm, Inc.","San Diego, CA",Certified-Expired,"Computer Software Engineers, Systems Software, Level III",95368/yr
A-11304-15286,2012-02-17,Lsi Logic Corporation,"Milpitas, CA",Certified-Expired,"Electronics Engineers, Except Computers, Level III",112716/yr
A-11304-15270,2012-02-16,Global Montessori International School,"Berkeley, CA",Certified-Expired,"Education Administrators, Elementary And Secondary School, Level I",79890/yr
A-11318-18189,2012-02-16,Linkedin Corporation,"Mountain View, CA",Certified-Expired,"Graphic Designers, Level II",110000/yr
A-11293-13242,2012-02-15,"Wang Insurance Agency, Inc.","San Francisco, CA",Withdrawn,"Accountants And Auditors, Level II",69451.2/yr
A-11307-16195,2012-02-15,"Formosa Plastics Corporation, Texas","Point Comfort, TX",Certified-Expired,"Mechanical Engineer, Level I",71800/yr
A-11319-18467,2012-02-13,Depaul University,"Chicago, IL",Certified-Expired,"Education Teachers, Postsecondary, Level I",21280/yr
A-11285-11401,2012-02-10,"Eisneramper, LLP.","New York, NY",Certified-Expired,"Accountants And Auditors, Level IV",107000/yr
A-11313-17276,2012-02-10,"The Jerde Partnership, Inc.","Venice, CA",Certified-Expired,"Architects, Except Landscape And Naval, Level II",77604.8/yr
A-11315-17761,2012-02-10,"Yahoo, Inc.","Sunnyvale, CA",Certified-Expired,"Software Developers, Systems Software, Level IV",125121/yr
A-11157-83294,2012-02-09,"K&l Brothers, Inc. T/a Peking Pavillion","Manalapan, NJ",Certified-Expired,"Food Service Managers, Level III",64459/yr
A-11280-10628,2012-02-09,"Wafertech, LLC.","Camas, WA",Certified-Expired,"Electronics Engineers, Except Computer, Level II",79706/yr
A-11301-15001,2012-02-09,Margaret Tietz Nursing Home And Rehab Center,"Jamaica, NY",Certified-Expired,"Network & Comp. Systems Admin., Level I",69000/yr
A-11157-83382,2012-02-08,Infinera Corporation,"Sunnyvale, CA",Denied,"Electronics Engineers, Level IV",128773/yr
A-11305-15606,2012-02-08,Advantech Corporation,"Milpitas, CA",Withdrawn,"Computer Systems Analysts (now Oes 15-1121), Level II",79102.4/yr
A-11153-82759,2012-01-31,Anne Arundel County Public Schools,"Laurel, MD",Denied,Esol Teacher,43996/yr
A-11295-13597,2012-01-31,"Baily International, Inc.","Saint Louis, MO",Certified-Expired,"Market Research Analyst, Level I",39750/yr
A-11300-14794,2012-01-31,"Formosa Plastics Corporation, Texas","Point Comfort, TX",Certified-Expired,"Software Engineer, Level I",57201/yr
A-11301-14995,2012-01-31,Bhc Fairfax Hospital,"Kirkland, WA",Certified-Expired,"Family And General Practitioner, Level I",85800/yr
A-11137-78950,2012-01-30,"Sunny Collision Auto, Inc.","Lilburn, GA",Denied,"Automotive Technician, Level III",38293/yr
A-11164-85089,2012-01-30,Msi Miami Corp.,"Doral, FL",Denied,"Training And Development Specialists, Level II",42245/yr
A-11291-12445,2012-01-30,"Tata Communications (america), Inc.","Herndon, VA",Certified-Expired,"Market Research Analysts, Level I",66950/yr
A-11292-12853,2012-01-30,"Wafertech, LLC.","Camas, WA",Certified-Expired,"Electronics Engineers, Except Computer, Level II",79706/yr
A-11298-14173,2012-01-30,"Yahoo, Inc.","Sunnyvale, CA",Certified-Expired,"Software Developers, Applications",123008/yr
A-11305-15427,2012-01-25,"Pacific Solution Marketing, Inc.","Ontario, CA",Withdrawn,"Market Research Analysts And Marketing Specialists, Level I",39000/yr
A-11280-10559,2012-01-24,"Sky It Group, LLC.","New York, NY",Certified-Expired,"Computer Software Engineers, Level IV",117312/yr
A-11298-14018,2012-01-24,"Joslin Diabetes Center, Inc.","Boston, MA",Certified-Expired,"Senior Research Assistant I, Level II",50066/yr
A-11301-14818,2012-01-24,"Wafertech, LLC.","Camas, WA",Certified-Expired,"Electrical Engineers, Level II",75504/yr
A-11305-15386,2012-01-24,The University Of Kansas Medical Center,"Kansas City, KS",Certified-Expired,"Health Specialties Teachers, Postsecondary, Level I",86569/yr
A-11138-79064,2012-01-20,"Thunder Group, Inc.","City Of Industry, CA",Certified-Expired,"Purchasing Managers, Level IV",123760/yr
A-11278-10065,2012-01-20,"Wafertech, LLC.","Camas, WA",Certified-Expired,"Electrical Engineers, Level II",79706/yr
A-11273-09228,2012-01-19,Coe College,"Cedar Rapids, IA",Certified-Expired,"Economics Teachers, Postsecondary, Level I",69500/yr
A-11283-10862,2012-01-18,University Of Pittsburgh,"Pittsburgh, PA",Certified-Expired,"Psychology Teachers, Postsecondary, Level I",84000/yr
A-11296-13622,2012-01-17,Harvard Label,"Vernon, CA",Certified-Expired,"Industrial Engineers, Level II",70179/yr
A-11365-27878,2012-01-16,"Lithotechs, LLC.","El Monte, CA",Withdrawn,"Market Research Analyst, Level I",33467.2/yr
A-11293-13080,2012-01-13,Daikanyama Corporation,"Lexington, MA",Certified-Expired,"Operations Manager, Level I",66560/yr
A-11291-12505,2012-01-12,Sparqtron Corporation,"Fremont, CA",Certified-Expired,"Industrial Engineers, Level II",74422/yr
A-11290-12332,2012-01-11,"Hyundai America Technical Center, Inc.","Irvine, CA",Certified-Expired,"Commercial & Industrial Designers, Level II",75000/yr
A-10006-80562,2012-01-10,"Foxconn Electronics, Inc.","Santa Clara, CA",Certified-Expired,"Computer Software Engineers, Applications, Level II",99000/yr
A-11168-86471,2012-01-10,"3 Ccl, LLC.","Rockville, MD",Certified-Expired,"Cooks, Restaurant, Level IV",31866/yr
A-11286-11652,2012-01-10,Texas Instruments Incorporated,"Dallas, TX",Certified-Expired,"Electronics Engineers, Except Computer, Level II",80060/yr
A-12005-28739,2012-01-09,"Lapus, Greiner, Lai & Corsini, LLC.","Houston, TX",Withdrawn,"Lawyers, Level I",84261/yr
A-11140-79823,2012-01-06,"Aaeon Systems, Inc.","Brea, CA",Certified-Expired,"Systems Engineer, Level I",51900/yr
A-11277-09917,2012-01-06,"Greenbank Development, LLC.","Bellevue, WA",Certified-Expired,"Accountants And Auditors, Level II",57928/yr
A-11119-74756,2012-01-05,"Aten Technology, Inc.","Foothill Ranch, CA",Denied,"Market Research Analysts, Level I",37669/yr
A-11270-08243,2012-01-05,"Golder Associates, Inc.","Irvine, CA",Certified-Expired,"Civil Engineers, Level II",80000/yr
A-11285-11308,2012-01-05,Southern Illinois University Edwardsville,"Alton, IL",Certified-Expired,"Health Specialty Teachers, Postsecondary, Level I",95000/yr
A-11090-67666,2012-01-04,Reuben K Chen Dba Wellspring Consulting Group,"San Jose, CA",Certified-Expired,"Personal Financial Advisors, Level III",97302/yr
A-11155-83158,2012-01-04,"Ads Alliance Data Systems, Inc.","Wakefield, MA",Certified-Expired,"Statisticians, Level I",67980/yr
A-11276-09478,2012-01-04,Washington College,"Chestertown, MD",Certified-Expired,"Business Teachers, Postsecondary, Level I",40630/yr
A-11124-75532,2012-01-03,Yale University,"New Haven, CT",Certified-Expired,"Physicians Surgeons All Other, Level II",139050/yr
A-11150-81815,2012-01-03,"Mills Enterprise, LLC.","Phoenix, AZ",Withdrawn,"Administrative Assistant, Level III",40000/yr
A-11168-86322,2012-01-03,The University Of South Carolina,"Allendale, SC",Certified-Expired,"Assistant Professor, Level I",48000/yr
A-11270-08307,2012-01-03,Urban Academy Charter School,"St. Paul, MN",Certified-Expired,"Special Edu Teachers, Preschool, Kindergarten, And Elementary Sc, Level II",48097/yr
A-12003-28024,2012-01-03,Pacific States University,"Los Angeles, CA",Withdrawn,"Instructional Coordinator, Level I",40955.2/yr
